CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Status
343463,REG_ANS_343463,3,2025,510653945,90,OK
350699,REG_ANS_350699,3,2025,833541064,42,OK
367397,REG_ANS_367397,3,2025,2750873847,18,OK
367397,REG_ANS_367397,2,2025,2572085012,84,OK
367397,REG_ANS_367397,1,2025,2457996499,52,OK
312282,REG_ANS_312282,2,2025,262018769,64,OK
422720,REG_ANS_422720,2,2025,2927649371,88,OK
312282,REG_ANS_312282,1,2025,257227587,98,OK
422720,REG_ANS_422720,3,2025,2895609458,86,OK
420093,REG_ANS_420093,2,2025,21808712,92,OK
420093,REG_ANS_420093,1,2025,36068294,20,OK
420093,REG_ANS_420093,3,2025,25833972,88,OK
312282,REG_ANS_312282,3,2025,280410580,24,OK
315729,REG_ANS_315729,2,2025,4392635743,96,OK
315729,REG_ANS_315729,3,2025,4452319075,80,OK
410110,REG_ANS_410110,2,2025,289388767,84,OK
315729,REG_ANS_315729,1,2025,4895877163,26,OK
410110,REG_ANS_410110,3,2025,294335384,28,OK
410110,REG_ANS_410110,1,2025,296501063,94,OK
419010,REG_ANS_419010,3,2025,2616371696,84,OK
419010,REG_ANS_419010,2,2025,2189822657,74,OK
417696,REG_ANS_417696,1,2025,32316259,18,OK
414352,REG_ANS_414352,1,2025,894525414,10,OK
355691,REG_ANS_355691,1,2025,4840795538,68,OK
414352,REG_ANS_414352,2,2025,870708073,04,OK
417696,REG_ANS_417696,3,2025,39305027,68,OK
417696,REG_ANS_417696,2,2025,41311000,38,OK
414352,REG_ANS_414352,3,2025,881312123,74,OK
355691,REG_ANS_355691,3,2025,7135493982,84,OK
355691,REG_ANS_355691,2,2025,5588252518,56,OK
424285,REG_ANS_424285,1,2025,6477911,70,OK
424285,REG_ANS_424285,3,2025,22160255,72,OK
424285,REG_ANS_424285,2,2025,13385338,00,OK
373109,REG_ANS_373109,3,2025,33782012,14,OK
373109,REG_ANS_373109,2,2025,32386719,28,OK
322890,REG_ANS_322890,1,2025,89424414,32,OK
322890,REG_ANS_322890,2,2025,79908586,10,OK
322890,REG_ANS_322890,3,2025,85270109,02,OK
419010,REG_ANS_419010,1,2025,2065997125,22,OK
419419,REG_ANS_419419,2,2025,591677623,80,OK
419419,REG_ANS_419419,1,2025,615189529,32,OK
365777,REG_ANS_365777,2,2025,525551434,52,OK
418021,REG_ANS_418021,3,2025,3276974202,96,OK
365777,REG_ANS_365777,3,2025,538538063,10,OK
365777,REG_ANS_365777,1,2025,558690828,12,OK
419419,REG_ANS_419419,3,2025,597730965,48,OK
355151,REG_ANS_355151,1,2025,2074642743,78,OK
422398,REG_ANS_422398,2,2025,685824659,08,OK
422398,REG_ANS_422398,1,2025,582364279,86,OK
355151,REG_ANS_355151,2,2025,2057853908,94,OK
314587,REG_ANS_314587,3,2025,446392302,32,OK
314587,REG_ANS_314587,2,2025,376797817,42,OK
355151,REG_ANS_355151,3,2025,1839766662,50,OK
314587,REG_ANS_314587,1,2025,392148469,88,OK
422398,REG_ANS_422398,3,2025,749888749,46,OK
304883,REG_ANS_304883,2,2025,1670105398,48,OK
304883,REG_ANS_304883,1,2025,1680631925,48,OK
335541,REG_ANS_335541,2,2025,400538577,42,OK
335541,REG_ANS_335541,3,2025,482226989,20,OK
418021,REG_ANS_418021,1,2025,3369652521,92,OK
335541,REG_ANS_335541,1,2025,533531621,92,OK
418021,REG_ANS_418021,2,2025,3846499859,68,OK
320862,REG_ANS_320862,2,2025,726215206,62,OK
304883,REG_ANS_304883,3,2025,1760507817,10,OK
320862,REG_ANS_320862,3,2025,717882018,10,OK
354996,REG_ANS_354996,3,2025,393145187,42,OK
354996,REG_ANS_354996,2,2025,345662423,14,OK
354996,REG_ANS_354996,1,2025,315618007,86,OK
320862,REG_ANS_320862,1,2025,745009165,28,OK
419354,REG_ANS_419354,3,2025,55365066,36,OK
419354,REG_ANS_419354,1,2025,543587632,64,OK
419354,REG_ANS_419354,2,2025,54871677,50,OK
407534,REG_ANS_407534,1,2025,39617395,04,OK
417211,REG_ANS_417211,3,2025,391459803,60,OK
417211,REG_ANS_417211,1,2025,395671923,68,OK
417211,REG_ANS_417211,2,2025,421560196,40,OK
417505,REG_ANS_417505,1,2025,3704354320,64,OK
384577,REG_ANS_384577,3,2025,5186875412,16,OK
417505,REG_ANS_417505,2,2025,3895219701,92,OK
384577,REG_ANS_384577,1,2025,4279353700,10,OK
384577,REG_ANS_384577,2,2025,4911753523,38,OK
407534,REG_ANS_407534,3,2025,39066022,96,OK
407534,REG_ANS_407534,2,2025,46487272,70,OK
417505,REG_ANS_417505,3,2025,4767072017,38,OK
303844,REG_ANS_303844,1,2025,359967167,58,OK
416401,REG_ANS_416401,3,2025,1339814732,66,OK
303844,REG_ANS_303844,2,2025,348355764,86,OK
303844,REG_ANS_303844,3,2025,344151532,02,OK
347655,REG_ANS_347655,3,2025,1382602598,02,OK
412759,REG_ANS_412759,2,2025,353626352,94,OK
412759,REG_ANS_412759,1,2025,193043064,26,OK
416401,REG_ANS_416401,1,2025,1352611089,78,OK
347655,REG_ANS_347655,1,2025,1413711753,60,OK
347655,REG_ANS_347655,2,2025,1467063142,62,OK
416401,REG_ANS_416401,2,2025,1432482180,36,OK
412759,REG_ANS_412759,3,2025,492421037,34,OK
422053,REG_ANS_422053,2,2025,366151643,88,OK
422053,REG_ANS_422053,1,2025,241825842,72,OK
314242,REG_ANS_314242,3,2025,281854294,42,OK
314242,REG_ANS_314242,2,2025,327985306,76,OK
419389,REG_ANS_419389,2,2025,314583568,14,OK
314242,REG_ANS_314242,1,2025,271424382,40,OK
419389,REG_ANS_419389,1,2025,332022582,90,OK
422053,REG_ANS_422053,3,2025,279706209,08,OK
419389,REG_ANS_419389,3,2025,207020382,30,OK
324175,REG_ANS_324175,1,2025,776419868,32,OK
344885,REG_ANS_344885,3,2025,9271623002,98,OK
324175,REG_ANS_324175,2,2025,468771089,26,OK
344885,REG_ANS_344885,1,2025,8438068578,96,OK
324175,REG_ANS_324175,3,2025,902568316,84,OK
344885,REG_ANS_344885,2,2025,8611543264,06,OK
318299,REG_ANS_318299,1,2025,4804051247,98,OK
318299,REG_ANS_318299,2,2025,3645322534,36,OK
313751,REG_ANS_313751,2,2025,352828842,44,OK
313751,REG_ANS_313751,1,2025,348220653,10,OK
313751,REG_ANS_313751,3,2025,415219838,98,OK
423327,REG_ANS_423327,2,2025,781899,16,OK
423327,REG_ANS_423327,3,2025,10204298,86,OK
423173,REG_ANS_423173,1,2025,2164035841,82,OK
423173,REG_ANS_423173,2,2025,1744920532,16,OK
423173,REG_ANS_423173,3,2025,985692732,90,OK
350346,REG_ANS_350346,3,2025,195783121,90,OK
350346,REG_ANS_350346,2,2025,245006999,50,OK
417297,REG_ANS_417297,1,2025,720821493,26,OK
417297,REG_ANS_417297,2,2025,608831356,30,OK
350346,REG_ANS_350346,1,2025,232001853,84,OK
417297,REG_ANS_417297,3,2025,790587117,38,OK
302953,REG_ANS_302953,1,2025,3837578508,94,OK
302953,REG_ANS_302953,2,2025,3108139459,98,OK
302953,REG_ANS_302953,3,2025,3347770348,28,OK
423327,REG_ANS_423327,1,2025,1931686,88,OK
412996,REG_ANS_412996,2,2025,111327809,04,OK
415901,REG_ANS_415901,3,2025,18065904,20,OK
412996,REG_ANS_412996,3,2025,101408390,10,OK
415901,REG_ANS_415901,1,2025,17278796,68,OK
412996,REG_ANS_412996,1,2025,95135713,68,OK
415901,REG_ANS_415901,2,2025,19064461,12,OK
406813,REG_ANS_406813,1,2025,72319990,74,OK
419958,REG_ANS_419958,2,2025,210040023,68,OK
419958,REG_ANS_419958,1,2025,204686497,30,OK
406813,REG_ANS_406813,2,2025,36689135,74,OK
334243,REG_ANS_334243,1,2025,75801146,08,OK
311472,REG_ANS_311472,3,2025,160279429,56,OK
334243,REG_ANS_334243,2,2025,74090843,52,OK
406813,REG_ANS_406813,3,2025,29557260,04,OK
334243,REG_ANS_334243,3,2025,84423406,08,OK
419958,REG_ANS_419958,3,2025,212297501,04,OK
359661,REG_ANS_359661,3,2025,18270991491,00,OK
359661,REG_ANS_359661,2,2025,15130155110,90,OK
359661,REG_ANS_359661,1,2025,15152204708,76,OK
413534,REG_ANS_413534,3,2025,7301373111,06,OK
379956,REG_ANS_379956,1,2025,19838655125,92,OK
413534,REG_ANS_413534,1,2025,7241644032,84,OK
379956,REG_ANS_379956,2,2025,17855538795,94,OK
413534,REG_ANS_413534,2,2025,7520548645,58,OK
379956,REG_ANS_379956,3,2025,21716037103,12,OK
407224,REG_ANS_407224,1,2025,25937506,84,OK
385697,REG_ANS_385697,3,2025,2514182143,84,OK
407224,REG_ANS_407224,2,2025,50193609,10,OK
407224,REG_ANS_407224,3,2025,29508536,94,OK
385697,REG_ANS_385697,2,2025,2636986851,84,OK
382639,REG_ANS_382639,3,2025,38537684,64,OK
385697,REG_ANS_385697,1,2025,2787700790,48,OK
382639,REG_ANS_382639,2,2025,42505427,22,OK
415626,REG_ANS_415626,1,2025,203970792,24,OK
382639,REG_ANS_382639,1,2025,46370719,22,OK
415626,REG_ANS_415626,2,2025,197744675,54,OK
415626,REG_ANS_415626,3,2025,194736271,56,OK
422487,REG_ANS_422487,1,2025,68927200,16,OK
422487,REG_ANS_422487,3,2025,92052200,72,OK
422487,REG_ANS_422487,2,2025,106481523,70,OK
319708,REG_ANS_319708,3,2025,2474522129,20,OK
364592,REG_ANS_364592,2,2025,341829972,02,OK
364592,REG_ANS_364592,3,2025,327631296,56,OK
364592,REG_ANS_364592,1,2025,339207684,24,OK
335517,REG_ANS_335517,1,2025,690451464,76,OK
335517,REG_ANS_335517,2,2025,702826915,12,OK
335517,REG_ANS_335517,3,2025,641248884,60,OK
319708,REG_ANS_319708,2,2025,2304950522,86,OK
319708,REG_ANS_319708,1,2025,2312182890,50,OK
419516,REG_ANS_419516,1,2025,217710894,90,OK
419516,REG_ANS_419516,3,2025,227172053,24,OK
420000,REG_ANS_420000,3,2025,356451045,42,OK
418706,REG_ANS_418706,3,2025,40014876,20,OK
420000,REG_ANS_420000,1,2025,355788101,02,OK
418706,REG_ANS_418706,2,2025,9161614,42,OK
418706,REG_ANS_418706,1,2025,6340788,94,OK
420000,REG_ANS_420000,2,2025,356037371,28,OK
402206,REG_ANS_402206,3,2025,140694140,64,OK
402206,REG_ANS_402206,1,2025,146373964,16,OK
420140,REG_ANS_420140,1,2025,17703335,10,OK
402206,REG_ANS_402206,2,2025,127701565,04,OK
420140,REG_ANS_420140,3,2025,5142836,50,OK
420140,REG_ANS_420140,2,2025,11034484,22,OK
363189,REG_ANS_363189,3,2025,55676776,56,OK
363189,REG_ANS_363189,2,2025,58503953,94,OK
363189,REG_ANS_363189,1,2025,105201255,48,OK
344451,REG_ANS_344451,2,2025,214709818,46,OK
393533,REG_ANS_393533,3,2025,81344027,38,OK
344451,REG_ANS_344451,3,2025,222807087,42,OK
344451,REG_ANS_344451,1,2025,314616000,16,OK
393533,REG_ANS_393533,2,2025,95141318,66,OK
393533,REG_ANS_393533,1,2025,125834604,44,OK
335690,REG_ANS_335690,3,2025,20198659834,20,OK
335657,REG_ANS_335657,3,2025,276964730,32,OK
335657,REG_ANS_335657,2,2025,226347228,30,OK
313149,REG_ANS_313149,1,2025,177805782,34,OK
335690,REG_ANS_335690,2,2025,23752072096,68,OK
424013,REG_ANS_424013,2,2025,2051418,24,OK
313149,REG_ANS_313149,3,2025,159780771,56,OK
335690,REG_ANS_335690,1,2025,19030533467,50,OK
424013,REG_ANS_424013,1,2025,1420527,64,OK
313149,REG_ANS_313149,2,2025,165335732,20,OK
414701,REG_ANS_414701,2,2025,105206037,28,OK
414701,REG_ANS_414701,3,2025,118155540,62,OK
424013,REG_ANS_424013,3,2025,12881136,72,OK
414701,REG_ANS_414701,1,2025,118224969,68,OK
424480,REG_ANS_424480,3,2025,25109942,08,OK
424480,REG_ANS_424480,2,2025,28766513,90,OK
350371,REG_ANS_350371,3,2025,1582403624,36,OK
354678,REG_ANS_354678,1,2025,168851511,02,OK
350371,REG_ANS_350371,2,2025,1451413592,28,OK
354678,REG_ANS_354678,2,2025,173857347,90,OK
419524,REG_ANS_419524,3,2025,26307724,20,OK
419524,REG_ANS_419524,2,2025,39675306,36,OK
354678,REG_ANS_354678,3,2025,159784404,98,OK
350371,REG_ANS_350371,1,2025,1521690278,80,OK
414492,REG_ANS_414492,3,2025,1679127939,22,OK
414492,REG_ANS_414492,2,2025,1606401904,38,OK
414492,REG_ANS_414492,1,2025,1475306620,36,OK
335657,REG_ANS_335657,1,2025,212439984,74,OK
419524,REG_ANS_419524,1,2025,42592707,00,OK
323080,REG_ANS_323080,3,2025,35815141801,24,OK
304484,REG_ANS_304484,1,2025,857239813,22,OK
422762,REG_ANS_422762,2,2025,825031330,22,OK
415936,REG_ANS_415936,2,2025,263440563,54,OK
304484,REG_ANS_304484,2,2025,846838121,32,OK
415936,REG_ANS_415936,1,2025,222309216,42,OK
304484,REG_ANS_304484,3,2025,920256605,56,OK
422762,REG_ANS_422762,3,2025,797659503,12,OK
352331,REG_ANS_352331,1,2025,31412892381,88,OK
422762,REG_ANS_422762,1,2025,692726808,26,OK
352331,REG_ANS_352331,2,2025,20146235579,50,OK
352331,REG_ANS_352331,3,2025,8649710900,04,OK
319384,REG_ANS_319384,3,2025,1480600049,84,OK
367087,REG_ANS_367087,1,2025,2434873601,16,OK
317012,REG_ANS_317012,2,2025,454203834,94,OK
317012,REG_ANS_317012,1,2025,449850648,14,OK
412295,REG_ANS_412295,2,2025,338054294,70,OK
412295,REG_ANS_412295,3,2025,323164987,58,OK
415936,REG_ANS_415936,3,2025,294629796,78,OK
317012,REG_ANS_317012,3,2025,487267578,90,OK
412295,REG_ANS_412295,1,2025,441975490,22,OK
367087,REG_ANS_367087,2,2025,2153527957,06,OK
367087,REG_ANS_367087,3,2025,2284730777,16,OK
422657,REG_ANS_422657,3,2025,2250947,48,OK
384704,REG_ANS_384704,1,2025,180644569,20,OK
384704,REG_ANS_384704,2,2025,175917765,80,OK
366561,REG_ANS_366561,1,2025,1559608036,48,OK
421243,REG_ANS_421243,3,2025,19392199,02,OK
421243,REG_ANS_421243,2,2025,30348540,08,OK
366561,REG_ANS_366561,3,2025,1671322971,70,OK
421243,REG_ANS_421243,1,2025,22109344,96,OK
366561,REG_ANS_366561,2,2025,1537267176,36,OK
422657,REG_ANS_422657,1,2025,368544,24,OK
358282,REG_ANS_358282,3,2025,390724662,22,OK
330809,REG_ANS_330809,3,2025,771873725,56,OK
422657,REG_ANS_422657,2,2025,727140,62,OK
330809,REG_ANS_330809,2,2025,761910519,54,OK
330809,REG_ANS_330809,1,2025,848640974,12,OK
358282,REG_ANS_358282,1,2025,426207656,50,OK
312851,REG_ANS_312851,3,2025,5604293255,40,OK
358282,REG_ANS_358282,2,2025,408565436,24,OK
312851,REG_ANS_312851,1,2025,5875486354,28,OK
312851,REG_ANS_312851,2,2025,5293228278,10,OK
384704,REG_ANS_384704,3,2025,263604292,24,OK
326861,REG_ANS_326861,2,2025,2039152800,26,OK
326861,REG_ANS_326861,1,2025,1952111712,48,OK
311359,REG_ANS_311359,2,2025,1994737873,22,OK
311359,REG_ANS_311359,1,2025,2149091251,24,OK
326861,REG_ANS_326861,3,2025,1969589570,38,OK
418170,REG_ANS_418170,1,2025,2158834257,88,OK
311359,REG_ANS_311359,3,2025,2486706985,76,OK
418170,REG_ANS_418170,2,2025,2132774960,54,OK
418170,REG_ANS_418170,3,2025,2017037676,30,OK
418536,REG_ANS_418536,2,2025,2125169,96,OK
418536,REG_ANS_418536,3,2025,934120,00,OK
336467,REG_ANS_336467,1,2025,221401247,64,OK
418536,REG_ANS_418536,1,2025,1338503,44,OK
336467,REG_ANS_336467,3,2025,176257415,60,OK
336467,REG_ANS_336467,2,2025,189267739,66,OK
417122,REG_ANS_417122,1,2025,163184391,24,OK
413429,REG_ANS_413429,1,2025,173624897,86,OK
389854,REG_ANS_389854,1,2025,127934308,94,OK
413429,REG_ANS_413429,2,2025,151655040,86,OK
413429,REG_ANS_413429,3,2025,154481947,48,OK
417122,REG_ANS_417122,2,2025,162453441,24,OK
417122,REG_ANS_417122,3,2025,51969720,44,OK
339954,REG_ANS_339954,3,2025,6665692256,98,OK
419150,REG_ANS_419150,3,2025,407133391,72,OK
339954,REG_ANS_339954,2,2025,6717422939,50,OK
339954,REG_ANS_339954,1,2025,6357170999,64,OK
419150,REG_ANS_419150,1,2025,330283303,64,OK
419150,REG_ANS_419150,2,2025,330767317,16,OK
418137,REG_ANS_418137,2,2025,163666008,52,OK
418137,REG_ANS_418137,1,2025,157969636,58,OK
418137,REG_ANS_418137,3,2025,177827722,30,OK
422941,REG_ANS_422941,3,2025,15331268,52,OK
422941,REG_ANS_422941,2,2025,18190913,14,OK
422941,REG_ANS_422941,1,2025,36137302,50,OK
418285,REG_ANS_418285,1,2025,287154317,04,OK
418285,REG_ANS_418285,2,2025,395496765,18,OK
416801,REG_ANS_416801,3,2025,1230705085,38,OK
300136,REG_ANS_300136,2,2025,954158644,84,OK
300136,REG_ANS_300136,3,2025,910568631,44,OK
416801,REG_ANS_416801,2,2025,1246893212,82,OK
389854,REG_ANS_389854,2,2025,135125169,12,OK
416801,REG_ANS_416801,1,2025,1460828522,10,OK
300136,REG_ANS_300136,1,2025,931680553,88,OK
389854,REG_ANS_389854,3,2025,175549846,86,OK
329886,REG_ANS_329886,2,2025,727936750,08,OK
329886,REG_ANS_329886,1,2025,815350323,98,OK
421367,REG_ANS_421367,2,2025,37538857,56,OK
421367,REG_ANS_421367,3,2025,35805936,76,OK
421367,REG_ANS_421367,1,2025,62697023,94,OK
329886,REG_ANS_329886,3,2025,736066064,36,OK
354066,REG_ANS_354066,1,2025,3274980971,72,OK
382540,REG_ANS_382540,2,2025,2548533401,68,OK
382540,REG_ANS_382540,1,2025,2476429048,56,OK
354066,REG_ANS_354066,2,2025,3048360480,14,OK
354066,REG_ANS_354066,3,2025,3083809408,20,OK
352501,REG_ANS_352501,3,2025,27694691890,42,OK
352501,REG_ANS_352501,1,2025,23998031226,40,OK
352501,REG_ANS_352501,2,2025,24897124073,54,OK
308811,REG_ANS_308811,2,2025,325527884,44,OK
342084,REG_ANS_342084,2,2025,8043218449,80,OK
342084,REG_ANS_342084,3,2025,7989423489,64,OK
308811,REG_ANS_308811,3,2025,306188249,86,OK
308811,REG_ANS_308811,1,2025,380346395,16,OK
320706,REG_ANS_320706,3,2025,2933691537,58,OK
382540,REG_ANS_382540,3,2025,2938509003,02,OK
320706,REG_ANS_320706,1,2025,2649957392,12,OK
320706,REG_ANS_320706,2,2025,2919993071,32,OK
342084,REG_ANS_342084,1,2025,8097227373,10,OK
410624,REG_ANS_410624,3,2025,71915080,90,OK
410624,REG_ANS_410624,2,2025,61351372,32,OK
410624,REG_ANS_410624,1,2025,61969056,08,OK
342203,REG_ANS_342203,3,2025,156640714,92,OK
418285,REG_ANS_418285,3,2025,488200626,96,OK
310981,REG_ANS_310981,2,2025,347616992,90,OK
310981,REG_ANS_310981,1,2025,397603187,32,OK
310981,REG_ANS_310981,3,2025,395490829,76,OK
301574,REG_ANS_301574,3,2025,1499564598,66,OK
417611,REG_ANS_417611,1,2025,757164,16,OK
301574,REG_ANS_301574,2,2025,1408576642,38,OK
301574,REG_ANS_301574,1,2025,1831565723,58,OK
417611,REG_ANS_417611,2,2025,580487,84,OK
342807,REG_ANS_342807,3,2025,2208352250,14,OK
342807,REG_ANS_342807,2,2025,2127594143,92,OK
342807,REG_ANS_342807,1,2025,1997903153,76,OK
342203,REG_ANS_342203,1,2025,193291703,00,OK
357138,REG_ANS_357138,1,2025,1077573583,46,OK
419095,REG_ANS_419095,3,2025,113486584,82,OK
342203,REG_ANS_342203,2,2025,172472922,46,OK
417301,REG_ANS_417301,3,2025,669344824,38,OK
417301,REG_ANS_417301,2,2025,641239400,40,OK
357138,REG_ANS_357138,3,2025,1060525997,62,OK
417301,REG_ANS_417301,1,2025,612034629,08,OK
357138,REG_ANS_357138,2,2025,1170393190,58,OK
417611,REG_ANS_417611,3,2025,558836,12,OK
419095,REG_ANS_419095,1,2025,112992057,10,OK
419095,REG_ANS_419095,2,2025,113743276,62,OK
310239,REG_ANS_310239,1,2025,225481371,04,OK
310239,REG_ANS_310239,2,2025,198220725,10,OK
310239,REG_ANS_310239,3,2025,179811547,10,OK
420841,REG_ANS_420841,3,2025,32091765,52,OK
420841,REG_ANS_420841,2,2025,5699077,84,OK
414387,REG_ANS_414387,3,2025,176531741,32,OK
319996,REG_ANS_319996,1,2025,12822661409,42,OK
414387,REG_ANS_414387,2,2025,167446524,88,OK
414387,REG_ANS_414387,1,2025,138401580,94,OK
319996,REG_ANS_319996,2,2025,10561862033,84,OK
343765,REG_ANS_343765,2,2025,170893347,26,OK
343765,REG_ANS_343765,1,2025,159979833,16,OK
319996,REG_ANS_319996,3,2025,10240837107,00,OK
353698,REG_ANS_353698,1,2025,247197567,68,OK
353698,REG_ANS_353698,2,2025,241899937,12,OK
307751,REG_ANS_307751,2,2025,648025538,82,OK
353698,REG_ANS_353698,3,2025,312985347,60,OK
303623,REG_ANS_303623,3,2025,4691512073,92,OK
303623,REG_ANS_303623,2,2025,4507673293,36,OK
307751,REG_ANS_307751,3,2025,615035269,62,OK
303623,REG_ANS_303623,1,2025,4427802334,88,OK
307751,REG_ANS_307751,1,2025,642574617,64,OK
343765,REG_ANS_343765,3,2025,165444423,14,OK
309087,REG_ANS_309087,1,2025,524280385,64,OK
420841,REG_ANS_420841,1,2025,31777146,46,OK
422592,REG_ANS_422592,2,2025,57538554,60,OK
422592,REG_ANS_422592,1,2025,33682957,28,OK
314781,REG_ANS_314781,3,2025,248875763,86,OK
314781,REG_ANS_314781,2,2025,260044973,44,OK
314781,REG_ANS_314781,1,2025,273274732,14,OK
422592,REG_ANS_422592,3,2025,10517424,16,OK
354279,REG_ANS_354279,3,2025,505694079,12,OK
354279,REG_ANS_354279,2,2025,526516766,44,OK
309087,REG_ANS_309087,2,2025,566066716,32,OK
354279,REG_ANS_354279,1,2025,548336772,56,OK
309087,REG_ANS_309087,3,2025,542040732,46,OK
412015,REG_ANS_412015,1,2025,32271578,82,OK
412015,REG_ANS_412015,2,2025,33260547,72,OK
412015,REG_ANS_412015,3,2025,33722013,78,OK
382655,REG_ANS_382655,3,2025,51362193,58,OK
327557,REG_ANS_327557,1,2025,516767248,62,OK
382655,REG_ANS_382655,2,2025,51099811,88,OK
382655,REG_ANS_382655,1,2025,48100221,20,OK
346276,REG_ANS_346276,3,2025,1943072115,70,OK
313971,REG_ANS_313971,3,2025,855873881,14,OK
418994,REG_ANS_418994,1,2025,15823399,04,OK
327557,REG_ANS_327557,2,2025,510540311,04,OK
418994,REG_ANS_418994,2,2025,17743597,68,OK
327557,REG_ANS_327557,3,2025,577857249,90,OK
418994,REG_ANS_418994,3,2025,17310301,18,OK
342955,REG_ANS_342955,2,2025,53350775,62,OK
342955,REG_ANS_342955,1,2025,56754264,92,OK
346276,REG_ANS_346276,2,2025,1753433515,32,OK
346276,REG_ANS_346276,1,2025,1972676491,70,OK
342955,REG_ANS_342955,3,2025,57519673,80,OK
420981,REG_ANS_420981,1,2025,60002633,30,OK
418501,REG_ANS_418501,2,2025,95130164,12,OK
420981,REG_ANS_420981,2,2025,77276745,70,OK
418501,REG_ANS_418501,3,2025,96136366,06,OK
420981,REG_ANS_420981,3,2025,105101785,48,OK
418072,REG_ANS_418072,2,2025,592336436,92,OK
418072,REG_ANS_418072,1,2025,304533108,90,OK
418501,REG_ANS_418501,1,2025,123314531,80,OK
418072,REG_ANS_418072,3,2025,822331405,44,OK
345091,REG_ANS_345091,3,2025,636964873,98,OK
311294,REG_ANS_311294,3,2025,995605679,74,OK
343153,REG_ANS_343153,1,2025,147771055,92,OK
311294,REG_ANS_311294,1,2025,911163982,98,OK
343153,REG_ANS_343153,2,2025,141652744,46,OK
311294,REG_ANS_311294,2,2025,1036097401,28,OK
343153,REG_ANS_343153,3,2025,134263600,84,OK
309222,REG_ANS_309222,1,2025,11028237847,06,OK
309222,REG_ANS_309222,2,2025,11443374815,90,OK
309222,REG_ANS_309222,3,2025,15997997109,72,OK
423203,REG_ANS_423203,2,2025,31613919,38,OK
345091,REG_ANS_345091,2,2025,600611804,18,OK
362140,REG_ANS_362140,3,2025,1510927313,64,OK
406937,REG_ANS_406937,3,2025,132448040,46,OK
345091,REG_ANS_345091,1,2025,701266378,36,OK
423203,REG_ANS_423203,1,2025,36582429,18,OK
406937,REG_ANS_406937,2,2025,139859569,08,OK
362140,REG_ANS_362140,1,2025,1513095721,82,OK
362140,REG_ANS_362140,2,2025,1375694794,50,OK
423203,REG_ANS_423203,3,2025,33276827,30,OK
415014,REG_ANS_415014,1,2025,570207609,66,OK
418226,REG_ANS_418226,3,2025,159823856,62,OK
418226,REG_ANS_418226,2,2025,106984176,60,OK
406937,REG_ANS_406937,1,2025,111949932,34,OK
418226,REG_ANS_418226,1,2025,90099080,84,OK
335258,REG_ANS_335258,3,2025,189664998,52,OK
335258,REG_ANS_335258,2,2025,188007552,52,OK
415014,REG_ANS_415014,3,2025,446238126,56,OK
335258,REG_ANS_335258,1,2025,172652282,10,OK
415014,REG_ANS_415014,2,2025,581757987,28,OK
326305,REG_ANS_326305,1,2025,146490585714,76,OK
346659,REG_ANS_346659,1,2025,36551412022,46,OK
421707,REG_ANS_421707,1,2025,111675362,58,OK
346659,REG_ANS_346659,2,2025,39243381541,98,OK
326305,REG_ANS_326305,3,2025,146333728988,02,OK
374440,REG_ANS_374440,3,2025,372201784,58,OK
422029,REG_ANS_422029,3,2025,2205228106,10,OK
422029,REG_ANS_422029,2,2025,2044450127,40,OK
326305,REG_ANS_326305,2,2025,182384594444,48,OK
346659,REG_ANS_346659,3,2025,40629286843,96,OK
374440,REG_ANS_374440,1,2025,1061666679,44,OK
314218,REG_ANS_314218,3,2025,4419979532,42,OK
314218,REG_ANS_314218,2,2025,4404214297,98,OK
374440,REG_ANS_374440,2,2025,982651835,78,OK
327638,REG_ANS_327638,1,2025,111089286,26,OK
421707,REG_ANS_421707,2,2025,176762724,34,OK
421766,REG_ANS_421766,3,2025,606921928,76,OK
421766,REG_ANS_421766,2,2025,542249391,50,OK
421766,REG_ANS_421766,1,2025,497567342,06,OK
327638,REG_ANS_327638,3,2025,122025831,02,OK
327638,REG_ANS_327638,2,2025,101981757,72,OK
314218,REG_ANS_314218,1,2025,4840999340,92,OK
000477,REG_ANS_000477,1,2025,7127470663,54,OK
422029,REG_ANS_422029,1,2025,1804241629,50,OK
325031,REG_ANS_325031,2,2025,488204312,46,OK
325031,REG_ANS_325031,1,2025,478879878,72,OK
423785,REG_ANS_423785,1,2025,44069646,14,OK
423785,REG_ANS_423785,2,2025,77631537,74,OK
325031,REG_ANS_325031,3,2025,516243350,90,OK
423785,REG_ANS_423785,3,2025,111234225,06,OK
340952,REG_ANS_340952,2,2025,2598962236,74,OK
340952,REG_ANS_340952,3,2025,2391128736,06,OK
340952,REG_ANS_340952,1,2025,2289354557,04,OK
306886,REG_ANS_306886,2,2025,3848092752,24,OK
422746,REG_ANS_422746,2,2025,37811509,08,OK
306886,REG_ANS_306886,3,2025,4112320548,54,OK
422746,REG_ANS_422746,3,2025,39714984,86,OK
306886,REG_ANS_306886,1,2025,3948810510,18,OK
422746,REG_ANS_422746,1,2025,23599149,60,OK
319872,REG_ANS_319872,2,2025,48963792,78,OK
319872,REG_ANS_319872,1,2025,51022501,02,OK
319872,REG_ANS_319872,3,2025,50335213,08,OK
324345,REG_ANS_324345,1,2025,852055041,14,OK
333808,REG_ANS_333808,1,2025,445769851,28,OK
324345,REG_ANS_324345,2,2025,833794767,84,OK
