CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Status
333808,REG_ANS_333808,2,2025,402962695,84,OK
333808,REG_ANS_333808,3,2025,429415128,58,OK
324345,REG_ANS_324345,3,2025,860756655,50,OK
410888,REG_ANS_410888,1,2025,165077793,28,OK
410888,REG_ANS_410888,3,2025,177904439,60,OK
410888,REG_ANS_410888,2,2025,171213331,22,OK
422631,REG_ANS_422631,3,2025,5919722422,62,OK
422631,REG_ANS_422631,2,2025,6564053059,76,OK
365238,REG_ANS_365238,3,2025,401088323,04,OK
422631,REG_ANS_422631,1,2025,6512122970,50,OK
365238,REG_ANS_365238,2,2025,415844308,20,OK
365238,REG_ANS_365238,1,2025,433054334,74,OK
418749,REG_ANS_418749,1,2025,62732242,70,OK
418595,REG_ANS_418595,3,2025,8263603,62,OK
418595,REG_ANS_418595,2,2025,5231678,74,OK
418749,REG_ANS_418749,2,2025,105469334,70,OK
418595,REG_ANS_418595,1,2025,11356604,54,OK
418749,REG_ANS_418749,3,2025,65034123,86,OK
343676,REG_ANS_343676,1,2025,464045009,84,OK
300730,REG_ANS_300730,3,2025,46416463,10,OK
300730,REG_ANS_300730,2,2025,57439386,20,OK
300730,REG_ANS_300730,1,2025,60096066,86,OK
343676,REG_ANS_343676,3,2025,456403599,44,OK
343676,REG_ANS_343676,2,2025,452059597,84,OK
424196,REG_ANS_424196,2,2025,7805858,22,OK
419699,REG_ANS_419699,3,2025,319431085,72,OK
419699,REG_ANS_419699,1,2025,235315163,84,OK
419699,REG_ANS_419699,2,2025,342729231,16,OK
408522,REG_ANS_408522,3,2025,487792864,40,OK
408522,REG_ANS_408522,2,2025,548769956,80,OK
408522,REG_ANS_408522,1,2025,528581457,30,OK
333239,REG_ANS_333239,2,2025,11316332,40,OK
333239,REG_ANS_333239,3,2025,11340826,20,OK
333239,REG_ANS_333239,1,2025,11552882,00,OK
370592,REG_ANS_370592,2,2025,115511704,58,OK
321087,REG_ANS_321087,3,2025,535783275,72,OK
370592,REG_ANS_370592,1,2025,125130796,90,OK
321087,REG_ANS_321087,2,2025,432386406,70,OK
321087,REG_ANS_321087,1,2025,462908021,68,OK
370592,REG_ANS_370592,3,2025,118486120,28,OK
361569,REG_ANS_361569,3,2025,116738036,80,OK
361569,REG_ANS_361569,2,2025,124056829,92,OK
361569,REG_ANS_361569,1,2025,132638943,66,OK
328537,REG_ANS_328537,3,2025,1255703549,82,OK
351202,REG_ANS_351202,2,2025,5799438322,48,OK
335592,REG_ANS_335592,2,2025,10924325428,36,OK
335592,REG_ANS_335592,3,2025,7775353008,50,OK
351202,REG_ANS_351202,3,2025,5624340841,84,OK
328537,REG_ANS_328537,2,2025,1196423642,20,OK
335592,REG_ANS_335592,1,2025,7712335323,00,OK
328537,REG_ANS_328537,1,2025,1249814299,84,OK
351202,REG_ANS_351202,1,2025,5411891451,08,OK
334847,REG_ANS_334847,3,2025,200106643,00,OK
422860,REG_ANS_422860,3,2025,920969,00,OK
334847,REG_ANS_334847,2,2025,200741807,12,OK
422860,REG_ANS_422860,1,2025,1028620,48,OK
422860,REG_ANS_422860,2,2025,442242,84,OK
334847,REG_ANS_334847,1,2025,205749546,30,OK
413518,REG_ANS_413518,1,2025,167611002,28,OK
413518,REG_ANS_413518,2,2025,119102219,76,OK
413518,REG_ANS_413518,3,2025,121159801,68,OK
354325,REG_ANS_354325,1,2025,448530904,34,OK
354325,REG_ANS_354325,2,2025,460772885,10,OK
419290,REG_ANS_419290,1,2025,907950929,16,OK
328308,REG_ANS_328308,3,2025,259285274,06,OK
319384,REG_ANS_319384,1,2025,1394199019,54,OK
328308,REG_ANS_328308,1,2025,237918589,78,OK
419290,REG_ANS_419290,3,2025,770678636,70,OK
419290,REG_ANS_419290,2,2025,1165052305,60,OK
319384,REG_ANS_319384,2,2025,1426702185,62,OK
328308,REG_ANS_328308,2,2025,241780716,16,OK
354325,REG_ANS_354325,3,2025,482601041,76,OK
414204,REG_ANS_414204,3,2025,151881821,96,OK
414204,REG_ANS_414204,2,2025,140600433,60,OK
414204,REG_ANS_414204,1,2025,179376747,60,OK
342343,REG_ANS_342343,1,2025,706724039,80,OK
339679,REG_ANS_339679,1,2025,53535957676,12,OK
301744,REG_ANS_301744,1,2025,829076879,82,OK
342343,REG_ANS_342343,3,2025,765386108,26,OK
342343,REG_ANS_342343,2,2025,739235124,36,OK
339679,REG_ANS_339679,3,2025,52052931582,86,OK
339679,REG_ANS_339679,2,2025,53425693752,74,OK
424421,REG_ANS_424421,1,2025,28984013,32,OK
424421,REG_ANS_424421,3,2025,12943945,84,OK
424421,REG_ANS_424421,2,2025,11152813,14,OK
411868,REG_ANS_411868,2,2025,65714055,58,OK
422088,REG_ANS_422088,3,2025,72217337,88,OK
411868,REG_ANS_411868,1,2025,58131483,50,OK
411868,REG_ANS_411868,3,2025,77193249,12,OK
344800,Operadora 344800,1,2025,2033396266,16,OK
422088,REG_ANS_422088,1,2025,66645956,64,OK
344800,Operadora 344800,3,2025,1669253248,18,OK
422088,REG_ANS_422088,2,2025,67530431,44,OK
344800,Operadora 344800,2,2025,1638172669,70,OK
301744,REG_ANS_301744,3,2025,733808490,46,OK
301744,REG_ANS_301744,2,2025,661822454,24,OK
408093,REG_ANS_408093,1,2025,22880316,98,OK
408093,REG_ANS_408093,2,2025,57275607,68,OK
416690,REG_ANS_416690,3,2025,487588878,98,OK
408093,REG_ANS_408093,3,2025,43397248,18,OK
311961,REG_ANS_311961,3,2025,2065984579,00,OK
422681,REG_ANS_422681,3,2025,668301006,90,OK
422681,REG_ANS_422681,2,2025,1002257914,44,OK
311961,REG_ANS_311961,2,2025,758036846,96,OK
311961,REG_ANS_311961,1,2025,1006759859,26,OK
422681,REG_ANS_422681,1,2025,773547681,86,OK
340782,REG_ANS_340782,3,2025,20696400354,46,OK
423432,REG_ANS_423432,3,2025,30491435,40,OK
423262,REG_ANS_423262,1,2025,19880025,30,OK
369659,REG_ANS_369659,3,2025,5452268699,90,OK
340782,REG_ANS_340782,1,2025,18462886682,84,OK
423432,REG_ANS_423432,1,2025,18958146,26,OK
423262,REG_ANS_423262,2,2025,19376257,30,OK
423432,REG_ANS_423432,2,2025,22853826,36,OK
340782,REG_ANS_340782,2,2025,9750353486,28,OK
423262,REG_ANS_423262,3,2025,30822842,92,OK
314706,REG_ANS_314706,3,2025,690266763,30,OK
314706,REG_ANS_314706,2,2025,505421138,52,OK
369659,REG_ANS_369659,2,2025,5039646994,40,OK
369659,REG_ANS_369659,1,2025,4672223115,36,OK
408034,REG_ANS_408034,2,2025,50597629,26,OK
408034,REG_ANS_408034,3,2025,36628574,80,OK
314706,REG_ANS_314706,1,2025,629368013,10,OK
408034,REG_ANS_408034,1,2025,35877752,40,OK
304344,REG_ANS_304344,2,2025,631572494,02,OK
304344,REG_ANS_304344,1,2025,666197549,12,OK
417815,REG_ANS_417815,3,2025,907533363,44,OK
417815,REG_ANS_417815,2,2025,883011135,04,OK
417815,REG_ANS_417815,1,2025,940497019,10,OK
304344,REG_ANS_304344,3,2025,633013312,08,OK
421642,REG_ANS_421642,3,2025,77876213,98,OK
421642,REG_ANS_421642,2,2025,85560057,54,OK
421642,REG_ANS_421642,1,2025,46388816,20,OK
304468,REG_ANS_304468,2,2025,803132256,66,OK
304468,REG_ANS_304468,3,2025,825607289,00,OK
416690,REG_ANS_416690,2,2025,456987410,06,OK
416690,REG_ANS_416690,1,2025,399803546,62,OK
304468,REG_ANS_304468,1,2025,796846648,00,OK
311618,REG_ANS_311618,2,2025,1880282154,16,OK
311618,REG_ANS_311618,1,2025,1164337958,30,OK
311618,REG_ANS_311618,3,2025,1125835774,94,OK
419141,REG_ANS_419141,3,2025,945985124,02,OK
419141,REG_ANS_419141,2,2025,806427837,50,OK
419141,REG_ANS_419141,1,2025,774691959,60,OK
422223,REG_ANS_422223,2,2025,14158614,08,OK
312363,REG_ANS_312363,2,2025,36294358096,56,OK
312363,REG_ANS_312363,1,2025,43305832470,96,OK
359033,REG_ANS_359033,3,2025,418762458,68,OK
359033,REG_ANS_359033,2,2025,404039028,44,OK
359033,REG_ANS_359033,1,2025,460245125,50,OK
312363,REG_ANS_312363,3,2025,51978736138,32,OK
344915,REG_ANS_344915,1,2025,323962766,82,OK
358088,REG_ANS_358088,3,2025,1747861393,98,OK
344915,REG_ANS_344915,2,2025,300623206,92,OK
358088,REG_ANS_358088,1,2025,1546729144,96,OK
344915,REG_ANS_344915,3,2025,325412848,34,OK
358088,REG_ANS_358088,2,2025,1771888537,32,OK
316849,REG_ANS_316849,1,2025,50483296,70,OK
338346,REG_ANS_338346,3,2025,430202770,28,OK
338346,REG_ANS_338346,2,2025,438607498,40,OK
338346,REG_ANS_338346,1,2025,658783276,86,OK
316849,REG_ANS_316849,3,2025,74102941,92,OK
316849,REG_ANS_316849,2,2025,52043518,88,OK
417092,REG_ANS_417092,1,2025,24635628,20,OK
417092,REG_ANS_417092,2,2025,29549166,60,OK
417092,REG_ANS_417092,3,2025,16391402,38,OK
350770,REG_ANS_350770,2,2025,43042824,90,OK
350770,REG_ANS_350770,1,2025,41503234,44,OK
350770,REG_ANS_350770,3,2025,42006814,84,OK
355593,REG_ANS_355593,3,2025,455634083,04,OK
354619,REG_ANS_354619,1,2025,322262516,30,OK
334154,REG_ANS_334154,3,2025,787663134,76,OK
354619,REG_ANS_354619,2,2025,336726032,46,OK
334154,REG_ANS_334154,1,2025,719462299,48,OK
354619,REG_ANS_354619,3,2025,336692417,36,OK
334154,REG_ANS_334154,2,2025,1206153643,30,OK
355593,REG_ANS_355593,1,2025,394961526,16,OK
355593,REG_ANS_355593,2,2025,444800272,88,OK
341941,REG_ANS_341941,3,2025,181969226,36,OK
341941,REG_ANS_341941,2,2025,237325044,96,OK
341941,REG_ANS_341941,1,2025,363489043,10,OK
372561,REG_ANS_372561,1,2025,621580714,54,OK
354783,REG_ANS_354783,3,2025,3458740140,92,OK
372561,REG_ANS_372561,2,2025,726665212,40,OK
354031,REG_ANS_354031,3,2025,3325765256,80,OK
372561,REG_ANS_372561,3,2025,894564945,04,OK
414662,REG_ANS_414662,3,2025,329124482,42,OK
414662,REG_ANS_414662,2,2025,317787668,28,OK
354783,REG_ANS_354783,1,2025,2266685946,02,OK
354783,REG_ANS_354783,2,2025,2269808315,70,OK
414662,REG_ANS_414662,1,2025,324283282,22,OK
415243,REG_ANS_415243,1,2025,52893108,50,OK
354031,REG_ANS_354031,2,2025,3248739195,12,OK
415243,REG_ANS_415243,2,2025,52994820,76,OK
354031,REG_ANS_354031,1,2025,3678128179,20,OK
415243,REG_ANS_415243,3,2025,53192954,50,OK
311847,REG_ANS_311847,3,2025,2166746666,60,OK
311847,REG_ANS_311847,1,2025,2111212629,92,OK
311847,REG_ANS_311847,2,2025,2067317118,54,OK
333867,REG_ANS_333867,2,2025,111746542,40,OK
333867,REG_ANS_333867,1,2025,100314089,74,OK
333867,REG_ANS_333867,3,2025,115864273,00,OK
312592,REG_ANS_312592,1,2025,795330933,70,OK
312592,REG_ANS_312592,2,2025,976711537,76,OK
312592,REG_ANS_312592,3,2025,1019568774,70,OK
423106,REG_ANS_423106,2,2025,16,00,OK
423106,REG_ANS_423106,1,2025,16,00,OK
423106,REG_ANS_423106,3,2025,16,00,OK
331104,REG_ANS_331104,3,2025,29126431,06,OK
421154,REG_ANS_421154,3,2025,522136748,74,OK
421154,REG_ANS_421154,2,2025,429001829,22,OK
421154,REG_ANS_421154,1,2025,369714480,82,OK
363391,REG_ANS_363391,3,2025,133476718,04,OK
363391,REG_ANS_363391,2,2025,126155635,82,OK
331104,REG_ANS_331104,1,2025,35211971,80,OK
349534,REG_ANS_349534,1,2025,1095938271,12,OK
331104,REG_ANS_331104,2,2025,33524841,42,OK
349534,REG_ANS_349534,2,2025,1042203978,78,OK
363391,REG_ANS_363391,1,2025,151687743,18,OK
365530,REG_ANS_365530,3,2025,312576845,76,OK
365530,REG_ANS_365530,1,2025,356006988,78,OK
365530,REG_ANS_365530,2,2025,331332984,76,OK
311391,REG_ANS_311391,2,2025,94261479,22,OK
311391,REG_ANS_311391,1,2025,92751857,28,OK
416398,REG_ANS_416398,2,2025,549673982,82,OK
416398,REG_ANS_416398,3,2025,515548575,82,OK
416398,REG_ANS_416398,1,2025,508332573,26,OK
311391,REG_ANS_311391,3,2025,88885863,92,OK
342157,REG_ANS_342157,1,2025,143349371,62,OK
424226,REG_ANS_424226,3,2025,3961378,20,OK
342157,REG_ANS_342157,2,2025,143280118,58,OK
342157,REG_ANS_342157,3,2025,176263820,74,OK
358053,REG_ANS_358053,3,2025,1710679122,34,OK
358053,REG_ANS_358053,2,2025,1244719007,80,OK
358053,REG_ANS_358053,1,2025,619674174,66,OK
424226,REG_ANS_424226,1,2025,8186774,72,OK
424226,REG_ANS_424226,2,2025,8579057,66,OK
355577,REG_ANS_355577,3,2025,584911736,56,OK
355577,REG_ANS_355577,1,2025,501150634,16,OK
355577,REG_ANS_355577,2,2025,557899392,10,OK
320820,REG_ANS_320820,3,2025,355575013,70,OK
320820,REG_ANS_320820,2,2025,395263302,10,OK
320820,REG_ANS_320820,1,2025,460685733,14,OK
415111,REG_ANS_415111,3,2025,1706836961,76,OK
415111,REG_ANS_415111,2,2025,1479927704,72,OK
304395,REG_ANS_304395,3,2025,769646275,74,OK
415111,REG_ANS_415111,1,2025,1875247153,72,OK
421871,REG_ANS_421871,2,2025,74093751,78,OK
421871,REG_ANS_421871,3,2025,73578236,04,OK
315583,REG_ANS_315583,3,2025,206495691,64,OK
352519,REG_ANS_352519,1,2025,189412893,16,OK
421871,REG_ANS_421871,1,2025,96842405,58,OK
315583,REG_ANS_315583,2,2025,294999745,42,OK
315583,REG_ANS_315583,1,2025,259971689,04,OK
352519,REG_ANS_352519,2,2025,179208736,08,OK
304395,REG_ANS_304395,2,2025,747922434,80,OK
304395,REG_ANS_304395,1,2025,790659664,30,OK
352519,REG_ANS_352519,3,2025,183089266,76,OK
343404,REG_ANS_343404,3,2025,35088361,54,OK
370975,REG_ANS_370975,1,2025,348530516,12,OK
343404,REG_ANS_343404,2,2025,30179476,48,OK
343404,REG_ANS_343404,1,2025,29187609,00,OK
362573,REG_ANS_362573,2,2025,363462010,50,OK
362573,REG_ANS_362573,1,2025,367926068,80,OK
321338,REG_ANS_321338,3,2025,32938000,00,OK
370681,REG_ANS_370681,1,2025,1022124518,94,OK
321338,REG_ANS_321338,2,2025,8775461,20,OK
321338,REG_ANS_321338,1,2025,28898833,84,OK
362573,REG_ANS_362573,3,2025,389016920,16,OK
336831,REG_ANS_336831,2,2025,1515875522,58,OK
327468,REG_ANS_327468,3,2025,404686756,66,OK
336831,REG_ANS_336831,1,2025,1494411106,66,OK
327468,REG_ANS_327468,1,2025,212922445,24,OK
327468,REG_ANS_327468,2,2025,216709418,46,OK
346951,REG_ANS_346951,3,2025,456556211,30,OK
346951,REG_ANS_346951,2,2025,452944683,28,OK
338648,REG_ANS_338648,3,2025,1076060196,30,OK
370975,REG_ANS_370975,3,2025,390714066,56,OK
346951,REG_ANS_346951,1,2025,413455242,14,OK
370975,REG_ANS_370975,2,2025,319997397,40,OK
338648,REG_ANS_338648,1,2025,1368509750,88,OK
338648,REG_ANS_338648,2,2025,1170011503,02,OK
336831,REG_ANS_336831,3,2025,1604607107,68,OK
414573,REG_ANS_414573,2,2025,432327312,92,OK
414573,REG_ANS_414573,1,2025,562326877,86,OK
306762,REG_ANS_306762,3,2025,1425986800,82,OK
306762,REG_ANS_306762,2,2025,1361846833,12,OK
306762,REG_ANS_306762,1,2025,1382365058,32,OK
414573,REG_ANS_414573,3,2025,459884265,40,OK
422401,REG_ANS_422401,2,2025,942245,04,OK
422401,REG_ANS_422401,3,2025,777208,64,OK
422401,REG_ANS_422401,1,2025,1348154,08,OK
305227,REG_ANS_305227,1,2025,589096983,94,OK
370681,REG_ANS_370681,3,2025,1052532093,46,OK
321044,REG_ANS_321044,3,2025,6276903073,26,OK
370681,REG_ANS_370681,2,2025,1035481672,00,OK
321044,REG_ANS_321044,1,2025,6104813537,40,OK
321044,REG_ANS_321044,2,2025,5933188307,42,OK
421341,REG_ANS_421341,2,2025,723037631,66,OK
421341,REG_ANS_421341,3,2025,697992368,38,OK
305227,REG_ANS_305227,3,2025,627937079,22,OK
421341,REG_ANS_421341,1,2025,534616738,66,OK
305227,REG_ANS_305227,2,2025,623978522,16,OK
331988,REG_ANS_331988,2,2025,2932466573,12,OK
344397,REG_ANS_344397,3,2025,4936075415,44,OK
331988,REG_ANS_331988,1,2025,3154993271,22,OK
344397,REG_ANS_344397,1,2025,7542932137,30,OK
344397,REG_ANS_344397,2,2025,3391589123,80,OK
331988,REG_ANS_331988,3,2025,3390196936,04,OK
423408,REG_ANS_423408,1,2025,30924083,16,OK
411809,REG_ANS_411809,3,2025,61807468,64,OK
411809,REG_ANS_411809,2,2025,54135830,20,OK
411809,REG_ANS_411809,1,2025,94684380,64,OK
423408,REG_ANS_423408,3,2025,13198422,64,OK
390259,REG_ANS_390259,1,2025,51797210,76,OK
390259,REG_ANS_390259,2,2025,55572210,88,OK
371106,REG_ANS_371106,1,2025,1598877656,88,OK
000582,REG_ANS_000582,2,2025,44187855433,00,OK
348180,REG_ANS_348180,2,2025,2656625835,64,OK
348180,REG_ANS_348180,1,2025,2683083639,72,OK
371106,REG_ANS_371106,2,2025,1494028688,64,OK
000582,REG_ANS_000582,3,2025,50726097894,68,OK
371106,REG_ANS_371106,3,2025,1666847183,90,OK
390259,REG_ANS_390259,3,2025,55752726,90,OK
348180,REG_ANS_348180,3,2025,2761805578,92,OK
000582,REG_ANS_000582,1,2025,39230941554,32,OK
420930,REG_ANS_420930,1,2025,121374891,82,OK
420930,REG_ANS_420930,2,2025,41430285,68,OK
418960,REG_ANS_418960,1,2025,258720235,72,OK
413747,REG_ANS_413747,2,2025,44213093,64,OK
325236,REG_ANS_325236,1,2025,572237070,08,OK
413747,REG_ANS_413747,1,2025,42569893,70,OK
418960,REG_ANS_418960,2,2025,260436618,42,OK
325236,REG_ANS_325236,2,2025,570173845,12,OK
418960,REG_ANS_418960,3,2025,271882304,02,OK
325236,REG_ANS_325236,3,2025,654453323,12,OK
323268,REG_ANS_323268,1,2025,2168399210,20,OK
416525,REG_ANS_416525,3,2025,136569005,38,OK
416525,REG_ANS_416525,2,2025,133649220,12,OK
323268,REG_ANS_323268,2,2025,2285491702,24,OK
416525,REG_ANS_416525,1,2025,121903373,14,OK
323268,REG_ANS_323268,3,2025,2354139738,88,OK
323993,REG_ANS_323993,1,2025,1198039587,68,OK
323993,REG_ANS_323993,2,2025,1649285335,92,OK
323993,REG_ANS_323993,3,2025,1688844965,90,OK
317233,REG_ANS_317233,2,2025,2180264927,76,OK
317233,REG_ANS_317233,3,2025,2720831418,70,OK
317233,REG_ANS_317233,1,2025,2345934901,64,OK
413747,REG_ANS_413747,3,2025,48243974,16,OK
424528,REG_ANS_424528,3,2025,9602759,08,OK
412635,REG_ANS_412635,2,2025,169645859,36,OK
000884,REG_ANS_000884,3,2025,2752158238,86,OK
412635,REG_ANS_412635,3,2025,134139983,28,OK
358339,REG_ANS_358339,1,2025,71460650,70,OK
358339,REG_ANS_358339,2,2025,70849970,10,OK
358339,REG_ANS_358339,3,2025,74402084,34,OK
000884,REG_ANS_000884,1,2025,9435719699,42,OK
412635,REG_ANS_412635,1,2025,168522106,56,OK
000884,REG_ANS_000884,2,2025,8471244859,00,OK
424234,REG_ANS_424234,2,2025,237697,24,OK
356417,REG_ANS_356417,3,2025,3520364238,32,OK
424234,REG_ANS_424234,3,2025,72749,96,OK
356417,REG_ANS_356417,2,2025,3226670312,94,OK
424234,REG_ANS_424234,1,2025,2495483,08,OK
356417,REG_ANS_356417,1,2025,3128825059,68,OK
339458,REG_ANS_339458,1,2025,56962397,02,OK
417131,REG_ANS_417131,1,2025,33311772,98,OK
304123,REG_ANS_304123,2,2025,525825862,60,OK
339458,REG_ANS_339458,2,2025,56635925,86,OK
304123,REG_ANS_304123,3,2025,541489327,38,OK
339458,REG_ANS_339458,3,2025,56594560,74,OK
417131,REG_ANS_417131,3,2025,34180245,12,OK
417131,REG_ANS_417131,2,2025,31170074,30,OK
312720,REG_ANS_312720,2,2025,5402700840,04,OK
402001,REG_ANS_402001,3,2025,82331381,46,OK
402001,REG_ANS_402001,2,2025,78671878,30,OK
347604,REG_ANS_347604,3,2025,77737794,04,OK
312720,REG_ANS_312720,3,2025,5389932009,42,OK
312720,REG_ANS_312720,1,2025,5706521093,54,OK
402001,REG_ANS_402001,1,2025,86968762,18,OK
304123,REG_ANS_304123,1,2025,535672723,08,OK
423700,REG_ANS_423700,3,2025,69631601,66,OK
423700,REG_ANS_423700,1,2025,8611642,30,OK
423700,REG_ANS_423700,2,2025,7816621,38,OK
358754,REG_ANS_358754,2,2025,587194714,80,OK
358754,REG_ANS_358754,1,2025,644949645,22,OK
347604,REG_ANS_347604,2,2025,81206275,94,OK
347604,REG_ANS_347604,1,2025,70486635,84,OK
358754,REG_ANS_358754,3,2025,447415085,98,OK
000701,REG_ANS_000701,1,2025,36464099436,40,OK
000701,REG_ANS_000701,2,2025,33928310024,34,OK
000701,REG_ANS_000701,3,2025,34335409961,18,OK
418161,REG_ANS_418161,1,2025,297133,04,OK
424391,REG_ANS_424391,2,2025,2013150946,88,OK
388092,REG_ANS_388092,2,2025,82320661,80,OK
388092,REG_ANS_388092,1,2025,94419373,62,OK
361461,REG_ANS_361461,1,2025,433137947,70,OK
424391,REG_ANS_424391,3,2025,4388974018,54,OK
361461,REG_ANS_361461,2,2025,476993503,14,OK
323004,REG_ANS_323004,3,2025,182483608,36,OK
424391,REG_ANS_424391,1,2025,2143613252,26,OK
361461,REG_ANS_361461,3,2025,512241649,70,OK
388092,REG_ANS_388092,3,2025,103712410,12,OK
323004,REG_ANS_323004,1,2025,206551749,04,OK
005711,REG_ANS_005711,3,2025,199647628416,54,OK
323004,REG_ANS_323004,2,2025,202154431,02,OK
005711,REG_ANS_005711,1,2025,210781418241,56,OK
005711,REG_ANS_005711,2,2025,200760284936,20,OK
419281,REG_ANS_419281,2,2025,307675101,82,OK
419281,REG_ANS_419281,3,2025,323633767,72,OK
419281,REG_ANS_419281,1,2025,244628782,18,OK
422771,REG_ANS_422771,2,2025,517427944,50,OK
422771,REG_ANS_422771,3,2025,723459693,46,OK
422771,REG_ANS_422771,1,2025,698087388,12,OK
422151,REG_ANS_422151,1,2025,107782924,54,OK
422151,REG_ANS_422151,2,2025,105040311,44,OK
422151,REG_ANS_422151,3,2025,149383131,66,OK
407569,REG_ANS_407569,1,2025,39783557,98,OK
407569,REG_ANS_407569,2,2025,38734007,36,OK
407569,REG_ANS_407569,3,2025,40278917,66,OK
422576,REG_ANS_422576,3,2025,16703287,00,OK
419907,REG_ANS_419907,1,2025,2448147,50,OK
419907,REG_ANS_419907,2,2025,101196444,64,OK
386901,REG_ANS_386901,3,2025,276204006,70,OK
386901,REG_ANS_386901,2,2025,204321993,96,OK
386901,REG_ANS_386901,1,2025,187257349,30,OK
422576,REG_ANS_422576,2,2025,11610741,88,OK
422576,REG_ANS_422576,1,2025,7562170,76,OK
423831,REG_ANS_423831,2,2025,16,00,OK
423831,REG_ANS_423831,1,2025,16,00,OK
343684,REG_ANS_343684,3,2025,500645453,88,OK
416410,REG_ANS_416410,3,2025,4001802,56,OK
416410,REG_ANS_416410,1,2025,3664067,56,OK
351407,REG_ANS_351407,3,2025,1072068324,90,OK
343684,REG_ANS_343684,2,2025,458565834,44,OK
343684,REG_ANS_343684,1,2025,447332032,14,OK
351407,REG_ANS_351407,2,2025,1095937573,20,OK
419907,REG_ANS_419907,3,2025,551346,16,OK
351407,REG_ANS_351407,1,2025,1018855502,44,OK
415910,REG_ANS_415910,3,2025,18100359,20,OK
424625,REG_ANS_424625,3,2025,5155,52,OK
418650,REG_ANS_418650,2,2025,1310148383,64,OK
419591,REG_ANS_419591,3,2025,42326160,48,OK
418650,REG_ANS_418650,1,2025,1055200207,76,OK
419591,REG_ANS_419591,2,2025,34066076,84,OK
419591,REG_ANS_419591,1,2025,36571375,50,OK
415910,REG_ANS_415910,2,2025,17713127,10,OK
415910,REG_ANS_415910,1,2025,17019608,26,OK
418650,REG_ANS_418650,3,2025,1161592495,84,OK
301949,REG_ANS_301949,3,2025,15088615294,68,OK
301949,REG_ANS_301949,1,2025,11784322038,24,OK
301949,REG_ANS_301949,2,2025,14328648947,58,OK
320510,REG_ANS_320510,3,2025,291161765,26,OK
320510,REG_ANS_320510,2,2025,278138063,46,OK
417840,REG_ANS_417840,3,2025,41814927,74,OK
409243,REG_ANS_409243,2,2025,1000086629,30,OK
409243,REG_ANS_409243,1,2025,1084876271,40,OK
330264,REG_ANS_330264,3,2025,876023911,26,OK
330264,REG_ANS_330264,2,2025,772607988,74,OK
330264,REG_ANS_330264,1,2025,647179127,78,OK
409243,REG_ANS_409243,3,2025,1002111339,84,OK
353027,REG_ANS_353027,2,2025,592897077,44,OK
359777,REG_ANS_359777,3,2025,1838906186,46,OK
353027,REG_ANS_353027,1,2025,568118005,18,OK
359777,REG_ANS_359777,1,2025,1872416820,72,OK
359777,REG_ANS_359777,2,2025,1825612259,68,OK
324523,REG_ANS_324523,1,2025,17471556,70,OK
354562,REG_ANS_354562,3,2025,2269585700,58,OK
324523,REG_ANS_324523,3,2025,16983563,52,OK
324523,REG_ANS_324523,2,2025,17334075,62,OK
354562,REG_ANS_354562,2,2025,1962615507,86,OK
354562,REG_ANS_354562,1,2025,1918625383,26,OK
322571,REG_ANS_322571,3,2025,942903926,02,OK
370568,REG_ANS_370568,2,2025,115339654,02,OK
370568,REG_ANS_370568,3,2025,72582620,66,OK
353027,REG_ANS_353027,3,2025,647629389,84,OK
370568,REG_ANS_370568,1,2025,70776021,40,OK
322571,REG_ANS_322571,1,2025,764933436,30,OK
322571,REG_ANS_322571,2,2025,841539166,88,OK
419869,REG_ANS_419869,3,2025,37066719,08,OK
419869,REG_ANS_419869,2,2025,38919404,34,OK
419869,REG_ANS_419869,1,2025,50760335,30,OK
424331,REG_ANS_424331,2,2025,16,00,OK
424331,REG_ANS_424331,3,2025,16,00,OK
404241,REG_ANS_404241,1,2025,99347467,64,OK
404241,REG_ANS_404241,3,2025,114129828,92,OK
404241,REG_ANS_404241,2,2025,93648305,16,OK
417530,REG_ANS_417530,1,2025,2580753212,78,OK
417530,REG_ANS_417530,2,2025,2230913688,14,OK
415693,REG_ANS_415693,1,2025,725496558,92,OK
415693,REG_ANS_415693,2,2025,750501646,74,OK
415693,REG_ANS_415693,3,2025,780134916,16,OK
417530,REG_ANS_417530,3,2025,2228796804,02,OK
417661,REG_ANS_417661,1,2025,453792607,94,OK
417955,REG_ANS_417955,2,2025,466073886,76,OK
417955,REG_ANS_417955,3,2025,518645461,40,OK
417955,REG_ANS_417955,1,2025,421059120,56,OK
417661,REG_ANS_417661,2,2025,488155779,70,OK
417661,REG_ANS_417661,3,2025,421630389,38,OK
423521,REG_ANS_423521,3,2025,26332456,32,OK
415987,REG_ANS_415987,3,2025,53036822,26,OK
343269,REG_ANS_343269,2,2025,6897452505,66,OK
343269,REG_ANS_343269,3,2025,8777506200,66,OK
423521,REG_ANS_423521,1,2025,16,00,OK
415987,REG_ANS_415987,2,2025,50807225,28,OK
415987,REG_ANS_415987,1,2025,51742689,56,OK
423815,REG_ANS_423815,1,2025,4099648,30,OK
343269,REG_ANS_343269,1,2025,6680546751,32,OK
423815,REG_ANS_423815,2,2025,14094377,80,OK
423815,REG_ANS_423815,3,2025,35290665,52,OK
318035,REG_ANS_318035,1,2025,454801405,02,OK
305626,REG_ANS_305626,1,2025,277720380,64,OK
305626,REG_ANS_305626,2,2025,338274446,26,OK
